1497924122.782122|PLATFORM: State = |0.0|0.675|595.333|6|
1497924155.067845|PLATFORM: State = |0.0|1.21333|94.6667|6|
1497924198.449604|PLATFORM: State = |0.10000000149|1.68167|596.833|6|
1497924231.145567|PLATFORM: State = |0.15000000596|1.61667|517.167|6|
1497924274.625849|PLATFORM: State = |0.20000000298|1.52833|572.833|6|
1497924306.901336|PLATFORM: State = |0.25|1.41833|572.5|6|
1497924339.107473|PLATFORM: State = |0.300000011921|1.35333|572.667|6|
1497924372.394048|PLATFORM: State = |0.34999999404|1.34|572.833|6|
1497924405.099132|PLATFORM: State = |0.40000000596|1.28833|572.333|6|
1497924437.776717|PLATFORM: State = |0.449999988079|1.255|541.333|6|
1497924470.510613|PLATFORM: State = |0.5|1.345|540.667|6|
1497924503.220984|PLATFORM: State = |0.550000011921|1.29667|540.833|6|
1497924535.841165|PLATFORM: State = |0.600000023842|1.23333|534.167|6|
1497924568.358903|PLATFORM: State = |0.649999976158|1.24833|72.1667|6|
1497924600.718539|PLATFORM: State = |0.649999976158|1.205|66|6|
1497924633.002725|PLATFORM: State = |0.699999988079|1.17667|64.1667|6|
1497924676.299834|PLATFORM: State = |0.800000011921|1.31|571.333|6|
1497924708.573429|PLATFORM: State = |0.850000023842|1.325|571.5|6|
1497924729.851771|PLATFORM: State = |0.850000023842|1.21|64.1667|6|
1497924773.241738|PLATFORM: State = |0.949999988079|1.30333|572|6|
