1498476677.068129|PLATFORM: State = |0.0|0.146667|541.333|6|
1498476722.177466|PLATFORM: State = |0.0500000007451|0.483333|104.833|6|
1498476766.934394|PLATFORM: State = |0.10000000149|0.893333|541.833|6|
1498476811.730568|PLATFORM: State = |0.15000000596|1.03833|541.667|6|
1498476855.746834|PLATFORM: State = |0.20000000298|1.20167|573.833|6|
1498476900.085823|PLATFORM: State = |0.25|1.16333|573|6|
1498476933.213358|PLATFORM: State = |0.300000011921|1.12|158.167|6|
1498476989.061606|PLATFORM: State = |0.34999999404|1.20167|573.167|6|
1498477033.331188|PLATFORM: State = |0.40000000596|1.16|573.5|6|
1498477077.694264|PLATFORM: State = |0.449999988079|1.07667|541.833|6|
1498477122.427757|PLATFORM: State = |0.5|1.15333|573.667|6|
1498477166.842757|PLATFORM: State = |0.550000011921|1.07167|541.333|6|
1498477211.444846|PLATFORM: State = |0.600000023842|1.12|573.5|6|
1498477255.884277|PLATFORM: State = |0.649999976158|1.115|573.5|6|
1498477301.214440|PLATFORM: State = |0.699999988079|1.06|541.5|6|
1498477345.826081|PLATFORM: State = |0.75|1.04833|541|6|
1498477390.336290|PLATFORM: State = |0.800000011921|1.04833|541.5|6|
1498477434.063752|PLATFORM: State = |0.800000011921|1.05667|66.1667|6|
1498477478.904673|PLATFORM: State = |0.899999976158|1.08833|541.167|6|
1498477523.196776|PLATFORM: State = |0.949999988079|1.095|68.1667|6|
