creation|78|
scaleout|1|42|200.19.177.93
scaleout|2|87|200.19.177.93
scaleout|3|94|200.19.177.93
scaleout|4|84|200.19.177.93
scaleout|5|95|200.19.177.93
scaleout|6|85|200.19.177.93
scaleout|7|95|200.19.177.93
scaleout|8|90|200.19.177.93
scaleout|9|86|200.19.177.93
scale|9|40|200.19.177.93
scale|8|40|200.19.177.93
scale|7|40|200.19.177.93
scale|6|40|200.19.177.93
scale|5|40|200.19.177.93
scale|4|38|200.19.177.93
scale|3|39|200.19.177.93
scale|2|38|200.19.177.93
scale|1|38|200.19.177.93
