1	5.01738	0.27	2
2	65.364	0.79	2
3	209.631	0.91	4
4	251.422	0.92	4
5	292.603	0.97	4
6	330.005	0.98	4
7	391.995	0.99	5 
8	473.24	1.11	5 
9	588.849	1.12	6 
10	731.448	1.24	6 
11	908.544	1.26	7 
12	1083.04	1.25	8 
13	1211.67	1.24	9 
14	1307.42	1.25	9 
15	1379.52	1.25	9 
16	1427.22	1.25	10
17	1458.34	1.24	10
18	1488.2	1.24	10
19	1521.28	1.24	10
20	1553.23	1.24	10
