1	5.08789	0.19	 2
2	85.4931	1.04	 2
3	156.73	1.07	 2
4	236.802	1.16	 3
5	306.562	1.17	 3
6	371.598	1.19	 4 
7	420.416	1.23	 4 
8	474.929	1.23	 4
9	524.798	1.23	 5
10	572.157	1.27	 5
11	665.994	1.26	 4
12	718.013	1.25	 4
13	765.335	1.27	 4
14	820.001	1.26	 4
15	871.565	1.26	 5
16	914.034	1.27	 5
17	1018.11	1.27	 4
18	1072.1	1.26	 4
19	1130.97	1.27	 4
20	1182.4	1.46	 4
